Date,Tweets,clean,neg,neu,pos,compound,
15-Nov-18,"Main points from yesterday's story on earnings review of Motherson Sumi Systems for Jul-Sep'18 quarter:
- Lowest consol EBITDA margin in 5 quarters
- Consol PAT falls 15% YoY, worst performance in 7 quarters

#EBITDA #NiftyAuto Nifty Auto","main point yesterday's story earnings review motherson sumi system quarter:
 low consol ebitda margin quarters
 consol pat fall yoy bad performance quarters

#ebitda niftyauto nifty auto",0.179,0.735,0.086,-0.4404,
15-Nov-18,"#BharatForge
After 20% rally , Stock retrace 50% ...and now trading at support with support of 20DEMA...
CMP:- 588
SL :- 580
Target:- 600/620","bharatforge
after rally stock retrace trading support support",0,0.526,0.474,0.6597,
15-Nov-18,#APOLLOTYRE - Double Bottom Reversal good RR trade,apollotyre double bottom reversal good rr trade,0,0.674,0.326,0.4404,
15-Nov-18,#BharatForge likely to witness fireworks above Rs. 637,bharatforge likely witness firework,0,1,0,0,
15-Nov-18,"JAWA is Back !!  Grew up riding this.

How many of you remember this?  - Relaunched by the Mahindra's today.  What a bike !!","jawa back grow rid this.

how many remember relaunched mahindra's today bike",0,1,0,0,0.210144444
15-Nov-18,"#Mahindra Electric Mobility on Thursday said it would invest a total of Rs 1,000 crore by 2020 for #electricvehicles including the latest Treo and Treo Yaari vehicles.",mahindra electric mobility thursday say would invest total crore electricvehicles include late treo treo yaari vehicle,0,1,0,0,
16-Nov-18,#tatamotors Bullish Divergence - Hourly chart .. Looks good till 194-205 ,tatamotors bullish divergence hourly chart look good till,0,0.707,0.293,0.4404,
16-Nov-18,"#Ashokleyland is forming inverted cup and handle pattern. 
Be cautious, may slide down further if market doesn't support.","ashokleyland form inverted cup handle pattern 
be cautious may slide market support",0.099,0.709,0.191,0.3182,
16-Nov-18,"EXPLOSIVE move in #Bharatforge +++++++#IDFC on card

Both our #BTST for Monday............................................","explosive move bharatforge idfc card

both btst monday",0,1,0,0,
16-Nov-18,Double inside bar TATAMOTORS,double inside bar tatamotors,0,1,0,0,
16-Nov-18,"#Mahindra to increase #Marazzo price by Rs. 30,000 – Rs. 40,000, effective 1st January 2019",mahindra increase marazzo price effective january,0,0.426,0.574,0.6597,
16-Nov-18,"#electricvehicles #Mahindra #EV
S 201 to be launched by March 2020. Under the New European Driving Cycle the model could deliver 250 km and 150 kmph top speed. 3 EV models in the portfolio would likely lay the way forward","electricvehicles mahindra ev
s launch march new european driving cycle model could deliver km kmph top speed ev model portfolio would likely lay way forward",0,0.927,0.073,0.2023,
16-Nov-18,"#LongTrading in #MOTHERSUMI . #RedTrade .
It Popped up in Top Traded Q list with >than 5% up.
Entered on Bull Flag Breakout pattern on 15 min chart when P broke 15min #50EMA .
Hit #SL .","longtrading mothersumi redtrade 
it pop top trade list up.
entered bull flag breakout pattern min chart break 
hit sl",0,0.909,0.091,0.2023,
16-Nov-18,#EicherMotors shares climbed 3% as brokerage houses maintained buy call despite likely competition from #Jawa the #motorcycle launched by Mahindra & Mahindra on Thursday.\,eichermotors share climb brokerage house maintain buy call despite likely competition jawa motorcycle launch mahindra mahindra thursday,0,0.879,0.121,0.296,
16-Nov-18,"With stop of 10742-----------------------26340-26600 ,shorted both in tons !!
EXITED all long !!
More to our Members !!!!

We love #IDFC #Bharatforge ...................
Already tons of money minted this week !!!","stop short ton 
exited long 
more member 

we love idfc bharatforge 
already ton money mint week",0.106,0.678,0.216,0.5046,
16-Nov-18,Close at 593 ..Short term players can wait till 600 ...Others can wait for 620 #BharatForge,close short term player wait till others wait bharatforge,0,1,0,0,0.26235
17-Nov-18,"#Mahindra and Mahindra, launched the all new range of #JawaMotorcycles by unveiling two brand new bikes in India –the Jawa and Jawa forty two.",mahindra mahindra launch new range jawamotorcycles unveil two brand new bike india –the jawa jawa forty two,0,1,0,0,
17-Nov-18,"#ASHOKLEYLAND
will take support near 105 or more pain ahead ?","ashokleyland
will take support near pain ahead",0.3,0.455,0.245,-0.1531,
17-Nov-18,"#MOTHERSUMI Positive divergence can test 155, 159.65, 168.20 and 178.",mothersumi positive divergence test,0,0.455,0.545,0.5574,
17-Nov-18,"#TvsMotor

#Ascending_Triangle

wait for breakout on any side 😜","tvsmotor

#ascending_triangle

wait breakout side",0,1,0,0,
17-Nov-18,#ashokleyland below 105,ashokleyland,0,1,0,0,
17-Nov-18,"After giving the #Marazzo a good four months to settle down in the market, #Mahindra will hike its prices by up to INR 40,000 on 1 January 2019",give marazzo good four month settle market mahindra hike price inr january,0,0.791,0.209,0.4404,
17-Nov-18,"A unit of the #Mahindra #AlturasG4 has been spied ahead of its launch on 24 November. Pre-orders for the new model have been underway, for a sum of INR 50,000.",unit mahindra spy ahead launch november pre-orders new model underway sum inr,0,1,0,0,
17-Nov-18,"The #AlturasG4 will be offered in two variants - 2WD AT and 4WD AT with added kit. The #SUV will come with 9 airbags, 3D 360-degree camera, ventilated seats and two-zone climate control, among other features.",offer two variant add kit suv come airbags camera ventilate seat two-zone climate control among feature,0,1,0,0,
17-Nov-18,+100 for #Nifty on Monday,nifty monday,0,0.27,0.73,0.4019,
17-Nov-18,#Nifty is tracing what looks like an impulsive structure.A break above 10710 could act as a trigger for the next leg of up-move towards 10860-10880.Bulls will need to defend 10534 and 10440 more aggressively to keep the current uptrend intact,nifty trace look like impulsive structure.a break could act trigger next leg up-move towards need defend aggressively keep current uptrend intact,0.087,0.646,0.266,0.5719,0.18185
18-Nov-18,#tatamotors Playfield for tomorrow 19/11/2018,tatamotors playfield tomorrow,0,1,0,0,
18-Nov-18,#TVSMOTOR CASH : LOOKS GOOD ABOVE 555.50,tvsmotor cash look good,0,0.508,0.492,0.4404,
18-Nov-18,#TATAMOTORS unless otherwise it breached 183 we can expect a 164 in the coming week. No news is good for #TAMO,tatamotors unless otherwise breach expect come week news good tamo,0,0.756,0.244,0.4404,
18-Nov-18,"#bajajauto
Daily chart breaking falling treandline CMP 2695","bajajauto
daily chart break fall treandline cmp",0,1,0,0,
18-Nov-18,"#ashokleyland weekly 
Looks like head n shoulder","ashokleyland weekly 
looks like head shoulder",0,0.667,0.333,0.3612,
18-Nov-18,AMARAJABAT - Long,amarajabat long,0,1,0,0,
18-Nov-18,HEROMOTOCO (HERO MORORCORP Ltd) #BUY ABOVE 2971,heromotoco hero mororcorp ltd buy,0,0.526,0.474,0.5574,
18-Nov-18,#TVSMOTOR CASH : LOOKS GOOD ABOVE 555.50,tvsmotor cash look good,0,0.508,0.492,0.4404,
18-Nov-18,HEROMOTOCO (HERO MORORCORP Ltd) #BUY ABOVE 2971,heromotoco hero mororcorp ltd buy,0,0.526,0.474,0.5574,
18-Nov-18,"#TataMotors

Its in Long Term Down Trend 
Personally Will Not Suggest to Buy It.

But Still If You Want to Do Bottom Fishing
Buy It in 4 Parts, Like 25% Buy at 170, Next Buy at 150, Next at 130 , Next at 110","tatamotors

its long term trend 
personally suggest buy it.

but still want bottom fishing
buy part like buy next buy next next",0,0.81,0.19,0.5719,0.33691
19-Nov-18,"Sell #apollotyre 
@224
.90 in cash targat 220.70",sell apollotyre cash targat,0,1,0,0,
19-Nov-18,"TOP GAINERS 
#TATAMOTORS +2.72%, ","top gainer 
#tatamotors",0,0.526,0.474,0.2023,
19-Nov-18,"#tatamotors weird structure caution with long and nacked option.
Likely make room to deep dive #Caution","tatamotors weird structure caution long nacked option.
likely make room deep dive caution",0.124,0.876,0,-0.1779,
19-Nov-18,"#AshokLeyland (Quarter ending Sept-2018):  Revenue up 25.%
PAT jumped 37%,Margin at 10.6% Vs 10.1% (YoY)",ashokleyland quarter end revenue jump yoy,0,1,0,0,
19-Nov-18,#BOSCHLTD - Sell ,boschltd sell,0,1,0,0,
19-Nov-18,Tata Investment Corporation will repurchase shares of Rs 450 crore. #Tatamotors #Investment,tata investment corporation repurchase share rs crore tatamotors investment,0,0.784,0.216,0.296,
19-Nov-18,Original Call: EXIDEIND: SELL at 253.4 Stoploss 259 Target 242.4,original call exideind sell stoploss target,0,0.685,0.315,0.3182,
19-Nov-18,"Sorry ye buying wala dekhne nahi mila 
Delivery walo ke liye abhi 179 stop loss aur F&O wale 182 above 179 stop loss.
#Tatamotors.
210 target delivery base 177 stop loss.","sorry ye buying wala dekhne nahi mila 
delivery walo ke liye abhi stop loss aur f&o wale stop target delivery base stop loss",0.424,0.576,0,-0.8591,
19-Nov-18,Took Position in #TVSMOTOR for 570 CMP 550,take position tvsmotor cmp,0,1,0,0,-0.0245
19-Nov-18,#mothersumi made high 154.80,mothersumi make high,0,1,0,0,
20-Nov-18,Short idea Exide,short idea exide,0,1,0,0,
20-Nov-18,Added #TVSMOTOR at 547.5 now,add tvsmotor,0,1,0,0,
20-Nov-18,Here comes #Mahindra #Alturas to compete with #Fortuner & #Endeavour who were dominant in Indian SUV market for a quite long time !!,come mahindra alturas compete fortuner endeavour dominant indian suv market quite long time,0,1,0,0,
20-Nov-18,"Our 1st pick for the Q4 is #Bharatforge 
@575
 with target of 690.",pick bharatforge target,0,1,0,0,
20-Nov-18,"#BHARATFORGE  ---------We see 607-611-------------------------626+++ soon
Great NEWS coming
we know the news......but will not flash !!!!!!!!!!!!!!!!!!!!!!!","bharatforge see soon
great news coming
we know news......but flash",0,0.687,0.313,0.6249,
20-Nov-18,Go Long Motherson sumi,go long motherson sumi,0,1,0,0,
20-Nov-18,CONDITIONAL STBT IN EXIDEIND,conditional stbt exideind,0,1,0,0,
20-Nov-18,"bought and trailing stop-loss...
Sell-ASHOKLEY-77-112.85-SL-106.35-TGT-108.10
Sell-BPCL-32-332.30-SL-324.20

today bought and target achieved...
Sell-M&M-38-789.40
Sell-TATAMOTORS-147-187.00",buy trail buy target,0,1,0,0,
20-Nov-18,#Mahindra #Electric signs MoU with Three Wheels United To Deploy 2000 Treo Electric Three-Wheelers,mahindra electric sign mou three wheel unite deploy treo electric three-wheelers,0,1,0,0,
20-Nov-18,CONDITIONAL STBT IN EXIDEIND ,conditional stbt exideind,0,1,0,0,0.06249
21-Nov-18,#TATAMOTORS might shed another 5 points in the immediate short term,tatamotors might shed another point immediate short term,0,1,0,0,
21-Nov-18,"All in green
See #TATAMOTORS on fire !!!!!!!!!!!!!!","green
see tatamotors fire",0.444,0.556,0,-0.34,
21-Nov-18,"#Eichermotors to look out for short term trade, if sustains above 24450-24500 levels, one can go long till 26000,26800 with a stop-loss around 23900..RSI in full support for buying opportunity here",eichermotors look short term trade sustains level one go long till stop-loss around full support buying opportunity,0,0.732,0.268,0.6705,
21-Nov-18,"#Tatamotors gap1 184 filled , next at 208₹ ?????????😉",tatamotors fill next,0,1,0,0,
21-Nov-18,Exide Swing Bet,exide swing bet,0,1,0,0,
21-Nov-18,"#BharatForge (Quarter ending Sept-2018) : Revenue went up by 33%(YoY) to Rs.1680 Cr, by 10.2%,EBITDA margings @ 28.3%,PBT (Ex- Exchange P/L) up by 21%(YoY) to Rs.386 Cr, ROCE: 24.5% & RONW: 20.8% up significantly ",bharatforge quarter end revenue go cr margings ex exchange p/l cr roce ronw significantly,0,1,0,0,
21-Nov-18,"#TATAMOTORS
Bought at 184.25
SL-182.75
TG- 187","tatamotors
bought",0,1,0,0,
21-Nov-18,EXIDE/LONG/ENTRY 242/STOP LOSS 236/TARGETS 252-258-266,exide/long/entry loss,0.697,0.303,0,-0.3182,
21-Nov-18,#TVSMOTOR #NSECASH  If break 534 with volumes can go short side with targets upto 513--510 stop loss if sustain above 540. ,tvsmotor nsecash break volume go short side target upto stop loss sustain,0.31,0.69,0,-0.5423,
21-Nov-18,#ashokleyland made tripple bottom ...good candidate for buy for Target's 118-121-127,ashokleyland make tripple bottom good candidate buy target's,0,0.707,0.293,0.4404,-0.00896
22-Nov-18,"#Nifty above 10,600 mark; #Tech #Mahindra, #Yes #Bank lead",nifty mark tech mahindra yes bank lead,0,0.481,0.519,0.6597,
22-Nov-18,"#tatamotors  may hit hard near support 182, 178, 175.
near price magnet 182.80, 181.60.
lots of poor low downside cautious with long.",tatamotors may hit hard near support price magnet poor low downside cautious long,0.508,0.355,0.137,-0.6486,
22-Nov-18,Ashok Leyland to launch EV during Vibrant Gujarat ,ashok leyland launch ev vibrant gujarat,0,0.595,0.405,0.5267,
22-Nov-18,Open drive for script APOLLOTYRE and its trailing SL #MarketProfile #algo #Nifty #APOLLOTYRE,open drive script apollotyre trail sl marketprofile algo nifty apollotyre,0,0.769,0.231,0.4019,
22-Nov-18,"Open drive for script APOLLOTYRE at downtrend closed at 222.9, P&L for the trade 1050, #MarketProfile #algo #Nifty #APOLLOTYRE",open drive script apollotyre downtrend close p&l trade marketprofile algo nifty apollotyre,0,0.803,0.197,0.4019,
22-Nov-18,Buy #TataMotorsLtd For Target Rs.248.00,buy tatamotorsltd target,0,1,0,0,
22-Nov-18,"Open drive for script APOLLOTYRE at downtrend open at 223.6, #MarketProfile #algo #Nifty #APOLLOTYRE",open drive script apollotyre downtrend open marketprofile algo nifty apollotyre,0,0.769,0.231,0.4019,
22-Nov-18,"#BajajAuto managing director #RajivBajaj described the launch of the 100-cc variant of the commuter bike Discover as the ""biggest blunder"" of his career as it stunted the company at the No 2 position.",bajajauto manage director rajivbajaj describe launch variant commuter bike discover big blunder career stunt company position,0,1,0,0,
22-Nov-18,"#TVSMOTOR FUT @ 527-525 , Tgts 520 ,SELL call initiated 534.4. ",tvsmotor fut tgts sell call initiate,0,1,0,0,
22-Nov-18,We tracked EXIDE IND closely and picked up a lot at 240!! today 254 this is the simple reason of picking it up!! look for such stocks often for simple and small gains always!!,track exide ind closely pick lot today simple reason pick look stock often simple small gain always,0,0.825,0.175,0.5267,0.22702
23-Nov-18,#TATAMOTORS - A bullish case in the making,tatamotors bullish case making,0,1,0,0,
23-Nov-18,#AMARAJABAT - Near Support,amarajabat near support,0,0.426,0.574,0.4019,
23-Nov-18,"#BajajAuto, the country’s third largest two-wheelers maker, said it is facing pricing pressure in markets outside India, not from Chinese companies but from domestic counterparts ",bajajauto country’s third large two-wheelers maker say face pricing pressure market outside india chinese company domestic counterpart,0.121,0.879,0,-0.296,
23-Nov-18,TVS Motors - No one buys TVS motorcycles anymore,tv motor one buy tv motorcycle anymore,0,1,0,0,
23-Nov-18,#amarajabat below 700,amarajabat,0,1,0,0,
23-Nov-18,"#Tatamotors Interesting play of numbers at 138. 

The weakness is evident and it may reach 138 in the next few months, i.e. another 20%+ but keep an eye around 138 for major bottoming action. Obviously, confirmation required.","tatamotors interest play number 

the weakness evident may reach next month i.e another keep eye around major bottom action obviously confirmation require",0.101,0.616,0.283,0.4588,
23-Nov-18,"Mahindra Signs MoU with Thane Municipal Corporation to Provide End to End Last Mile Mobility Solutions
100 Mahindra #ElectricVehicles including Treo  and e-Supro to be deployed in initial phase of the project",mahindra sign mou thane municipal corporation provide end end last mile mobility mahindra electricvehicles include treo e-supro deploy initial phase project,0,1,0,0,
